weekly_lms_logins,video_watch_pct,avg_quiz_score,assignment_completion_rate,avg_submission_delay_days,forum_posts_per_month,session_attendance_pct,gpa_trend,current_gpa,part_time_job,semester,dropout_risk
11.4,36.5,65.1,53.1,4.7,7,55.8,-0.71,2.92,1,7,0
3.8,72.3,63.2,54.0,2.6,2,68.0,-0.71,2.34,0,8,0
6.2,54.4,45.0,58.4,4.8,0,40.6,-0.95,3.32,1,4,1
10.8,72.1,97.6,100.0,0.0,6,94.0,-0.28,4.0,1,5,0
8.7,49.7,83.1,72.9,0.0,3,64.1,0.51,3.04,0,6,0
8.8,67.6,88.0,95.3,6.9,4,81.1,1.06,3.84,0,8,1
3.8,26.7,61.0,51.7,7.6,2,73.4,-0.53,2.11,1,2,1
5.3,74.8,55.5,72.8,0.5,3,69.3,-0.76,2.88,0,4,0
0.6,26.2,41.9,27.3,6.1,2,33.6,-1.32,1.83,0,3,1
8.1,32.5,65.8,48.1,5.9,7,36.7,0.08,2.57,0,3,0
8.6,52.4,88.7,67.6,2.9,9,73.7,0.44,3.42,1,2,0
9.7,29.4,49.7,49.7,3.5,1,19.7,-1.12,2.42,1,6,0
9.2,77.5,89.3,62.5,6.5,0,70.7,-0.77,2.96,0,7,1
0.0,36.8,53.3,49.5,5.4,3,0.7,-0.93,2.45,1,6,1
5.7,27.7,59.1,24.9,2.5,1,52.1,-1.26,2.9,0,5,1
9.1,95.8,76.9,83.5,1.0,7,84.9,0.47,2.29,1,3,0
3.5,48.4,57.7,64.7,0.6,2,58.9,0.27,3.85,0,3,0
6.3,15.0,52.2,38.7,4.3,0,22.0,-1.13,2.01,0,7,0
1.9,32.8,49.1,42.1,4.3,2,31.0,-0.86,2.13,1,3,0
6.1,63.8,68.7,61.3,4.1,4,27.9,0.37,3.63,0,5,0
9.8,59.5,62.8,100.0,3.4,4,84.7,-0.28,3.55,0,3,0
8.1,30.8,65.0,58.1,4.3,5,43.1,0.71,2.85,0,7,0
9.1,89.4,63.0,75.9,2.7,9,96.6,-0.01,3.85,0,2,0
7.8,53.2,75.5,78.0,4.5,2,68.9,0.47,2.94,0,7,0
4.5,28.2,45.4,50.0,2.6,6,57.0,-0.85,3.23,1,8,1
10.5,62.5,56.0,58.5,0.0,6,69.0,0.23,2.39,1,2,0
4.7,50.1,51.6,57.5,8.1,1,23.0,-0.54,2.64,0,2,1
6.2,50.4,68.1,74.2,1.0,2,47.7,0.93,3.14,1,4,0
4.2,49.4,54.4,67.7,5.0,5,47.2,-0.61,3.12,0,2,0
9.0,35.5,53.2,37.6,2.3,1,48.6,0.65,3.16,1,1,0
5.1,55.4,68.8,52.2,6.1,4,38.7,-0.14,2.77,0,3,0
6.6,19.9,47.9,48.2,2.2,4,33.2,0.4,2.21,0,7,0
6.9,67.3,70.9,80.5,0.8,5,65.5,-0.8,2.93,0,2,0
12.7,93.8,82.0,95.7,0.0,7,100.0,1.22,3.44,1,7,0
8.9,65.9,61.2,58.5,3.3,8,60.4,-1.28,2.49,1,6,1
4.8,38.0,77.2,71.7,3.1,3,46.8,0.02,3.81,0,7,0
7.9,45.0,61.0,74.7,3.4,6,62.1,0.88,3.6,0,6,0
4.3,98.5,98.3,85.5,1.7,4,100.0,1.54,3.53,1,6,0
8.8,69.2,72.8,69.9,3.0,4,100.0,1.32,3.97,1,6,0
2.6,63.4,63.9,45.6,4.8,1,89.7,-0.28,3.2,1,5,1
10.9,48.8,57.0,82.3,6.3,3,51.2,0.05,2.2,0,6,0
3.5,42.8,63.4,80.0,3.3,7,71.7,1.61,3.29,0,5,0
11.5,33.3,59.9,48.8,4.3,4,25.9,-0.43,3.18,1,5,0
5.2,58.8,54.9,41.6,7.7,5,31.0,-0.17,2.0,0,4,0
6.8,100.0,74.9,100.0,4.7,4,44.5,0.0,2.33,0,6,0
10.2,58.4,56.2,70.8,3.3,6,73.6,0.92,2.53,0,5,0
2.4,28.6,32.2,41.6,1.3,1,39.0,-0.16,2.32,0,4,1
1.9,19.4,39.0,40.3,0.1,4,51.3,-0.75,2.01,1,3,1
7.4,31.5,60.6,60.2,3.9,2,43.5,0.51,2.85,1,1,0
6.4,25.8,75.1,22.1,5.1,1,57.7,-0.06,2.15,1,5,1
11.2,55.5,67.6,77.0,0.8,5,20.8,0.69,3.08,0,5,0
7.3,48.3,82.8,75.6,3.9,4,47.1,-0.24,2.48,0,4,0
8.5,85.4,77.9,100.0,0.0,7,74.2,1.43,3.4,0,4,0
12.9,75.2,77.7,67.7,2.8,7,36.8,0.02,3.64,0,1,0
13.0,87.1,86.6,48.1,2.6,3,84.4,0.74,2.97,0,2,0
6.5,37.8,52.7,60.2,4.4,2,46.9,-0.21,2.83,0,4,1
12.3,70.2,78.0,97.4,2.4,8,82.7,1.26,2.89,0,8,0
12.6,50.6,42.9,39.4,2.1,10,94.5,-0.54,2.92,1,7,1
6.4,41.7,56.3,62.1,2.0,4,68.6,0.34,3.0,0,7,0
3.5,16.5,35.4,59.6,5.6,4,66.8,-0.6,2.85,1,1,0
5.0,40.8,67.9,46.0,3.8,1,78.5,-0.08,2.88,0,3,0
4.6,24.4,51.4,42.7,3.3,4,72.5,0.46,3.69,0,6,1
12.6,67.1,100.0,78.3,1.1,4,68.9,0.23,3.63,0,5,0
3.2,64.5,67.8,55.2,4.0,3,29.2,0.8,2.62,1,5,1
12.7,75.3,87.8,50.5,3.5,5,80.5,0.86,3.82,0,8,0
5.4,55.8,55.1,79.0,1.5,3,50.8,-0.5,3.08,0,1,0
11.9,83.2,57.3,95.6,3.3,5,90.4,0.16,3.61,0,7,0
0.0,35.4,51.5,54.9,2.9,3,40.9,0.6,2.62,1,1,1
4.2,52.2,65.0,61.4,4.2,1,45.2,-0.2,1.91,1,5,0
4.7,49.7,93.2,46.6,4.0,2,43.0,-0.35,4.0,1,7,0
10.9,62.5,71.2,63.5,0.0,0,54.4,-0.36,2.68,0,4,0
9.8,47.4,38.9,44.6,1.2,1,31.3,0.03,2.06,1,2,1
0.8,55.4,48.7,66.2,1.6,2,39.7,0.35,3.19,1,3,0
13.4,78.9,68.0,49.6,0.0,6,84.1,1.24,3.19,0,2,0
13.3,85.5,81.2,81.8,0.8,8,70.5,0.71,3.37,0,2,0
12.3,92.0,83.6,100.0,4.1,5,100.0,1.55,3.76,0,2,0
9.2,38.4,64.7,70.6,4.8,5,77.1,-0.02,2.95,1,5,0
10.2,80.9,60.0,86.5,0.7,5,89.3,-0.06,3.06,0,2,0
8.4,30.7,43.9,48.2,4.9,3,50.2,0.75,3.55,0,4,0
0.0,10.0,38.6,0.0,4.7,3,29.8,-0.8,2.02,0,4,1
8.0,44.5,57.2,65.8,4.3,1,36.6,-0.96,2.09,0,4,1
5.2,47.4,35.2,58.5,1.9,2,89.3,-0.49,2.96,0,1,0
8.4,65.6,73.9,92.8,0.0,3,62.3,0.27,2.73,1,3,0
7.5,53.6,68.9,57.8,4.6,2,40.8,-0.42,2.68,0,4,0
0.0,8.2,11.2,41.2,4.7,1,16.3,-0.88,1.68,0,2,1
2.0,39.1,75.1,90.0,4.3,5,56.1,-0.83,2.8,1,1,1
7.9,32.4,77.3,42.3,5.4,6,90.6,0.8,3.13,1,5,0
15.3,72.6,98.6,98.3,0.3,12,100.0,1.07,3.69,1,4,0
5.4,44.3,57.7,89.5,1.7,5,52.6,-0.64,3.22,0,2,1
6.5,48.5,66.7,59.5,6.7,7,37.2,-0.37,3.14,0,2,1
7.5,100.0,85.9,78.4,1.8,9,94.8,0.18,3.66,0,8,0
4.0,60.0,49.6,34.3,1.6,6,89.3,-2.01,2.21,0,6,1
8.7,24.6,74.5,87.6,4.0,5,58.0,0.02,2.65,0,5,0
10.4,42.9,69.3,88.5,1.6,2,89.2,0.99,3.64,0,1,0
5.8,41.1,59.5,86.9,0.7,4,36.3,0.13,2.65,0,8,0
9.6,22.6,55.4,56.5,3.3,4,36.7,0.22,2.99,1,2,0
4.4,25.5,44.7,34.2,6.0,1,15.9,-0.86,2.67,0,3,1
3.4,37.2,42.2,42.7,1.8,2,45.2,-1.0,1.53,1,4,1
7.9,36.0,53.3,88.3,0.4,5,54.6,-0.43,2.71,0,1,0
9.2,31.3,51.2,39.7,3.9,2,42.9,-1.47,2.78,0,4,1
4.4,26.9,44.5,55.6,2.6,1,50.3,-0.52,2.02,1,4,1
3.4,52.5,54.0,48.2,1.0,3,33.7,-0.01,2.36,1,5,0
9.4,74.4,56.5,65.4,1.7,3,75.0,0.42,3.75,1,3,0
7.6,61.8,57.0,33.1,4.8,2,35.2,-1.15,3.5,1,8,0
5.7,33.8,36.1,51.9,5.7,0,59.2,-0.43,2.03,0,3,1
9.9,55.6,95.7,88.7,1.5,5,91.9,-0.0,4.0,0,7,0
8.5,20.1,45.9,23.9,6.8,5,42.7,-0.7,1.42,1,5,1
8.4,49.3,70.2,97.8,5.3,3,72.8,-0.44,2.51,0,8,0
3.0,79.6,57.5,43.8,3.6,3,50.3,0.13,2.73,0,4,0
4.0,8.5,41.8,50.5,3.6,0,9.7,-0.92,2.1,0,3,0
5.6,67.4,70.0,72.1,6.0,6,61.2,-1.51,2.71,1,4,0
0.1,10.9,23.1,58.0,7.2,2,50.5,0.21,2.06,0,7,0
4.4,60.7,60.7,27.5,3.6,2,88.4,-0.4,2.39,1,1,0
5.2,63.2,51.5,72.6,5.6,1,44.5,-0.37,2.63,1,5,1
10.7,78.1,72.2,65.7,0.8,2,67.8,0.52,2.75,0,5,0
5.4,54.1,83.6,71.0,0.0,9,91.2,0.47,3.62,0,3,0
7.4,54.1,51.5,71.7,1.0,4,75.0,0.1,2.83,1,8,1
16.8,75.9,69.6,100.0,1.2,6,74.1,0.34,3.56,1,8,0
5.1,31.3,50.7,23.0,3.3,2,42.8,-0.44,2.6,0,6,1
8.2,67.6,87.3,54.2,3.9,2,59.1,-0.74,3.76,0,6,0
10.6,80.2,82.7,92.5,0.0,3,53.3,0.3,2.99,0,1,0
7.5,40.2,53.3,64.1,0.2,3,78.5,0.66,2.11,1,4,0
8.4,45.0,43.1,51.3,5.2,4,44.7,-1.42,2.03,1,3,1
9.4,61.3,71.4,66.2,0.0,4,74.6,0.47,3.29,1,7,0
9.9,47.3,53.1,76.4,1.7,7,69.3,-1.0,3.34,0,7,0
8.2,46.0,68.7,77.0,3.1,7,54.6,-0.14,3.23,0,4,1
5.0,42.7,67.6,89.5,2.0,6,45.8,-0.01,3.51,1,8,0
6.6,64.5,57.5,56.7,3.9,2,43.4,0.21,3.26,1,1,0
8.4,46.5,64.6,85.2,0.0,7,95.3,-0.01,2.72,0,2,0
3.1,81.5,49.5,84.8,6.8,2,41.7,-1.49,2.65,1,8,1
7.5,38.4,65.2,50.4,1.4,8,50.3,-0.39,2.08,0,3,0
11.6,64.2,58.3,94.9,2.0,6,61.5,0.95,2.89,0,8,0
12.2,69.2,75.2,82.7,6.9,4,100.0,1.16,3.07,1,6,0
7.0,55.7,80.1,73.3,0.0,4,52.4,0.3,2.01,1,6,0
11.8,86.5,97.5,86.1,0.0,9,100.0,1.27,4.0,1,3,0
10.0,69.3,55.8,61.0,5.3,4,57.0,-0.47,2.82,1,5,1
12.4,97.2,87.7,79.0,0.0,7,89.6,1.8,2.61,0,2,0
8.1,45.4,65.2,42.3,4.2,1,68.2,-0.65,2.6,0,6,0
11.6,83.0,69.3,90.6,0.1,7,47.9,1.05,4.0,1,6,0
11.5,62.6,85.8,100.0,0.0,5,66.9,0.15,4.0,0,6,0
4.7,38.9,66.6,34.4,4.7,3,61.5,-0.56,2.59,1,6,0
6.1,75.3,70.9,65.4,2.9,11,72.6,1.24,3.32,0,8,0
4.5,0.0,15.1,39.0,4.6,2,33.9,-1.58,2.75,1,3,1
5.3,48.3,26.1,38.4,7.4,3,62.9,0.18,2.62,1,4,0
5.2,68.9,79.1,81.4,0.2,7,56.7,-0.09,3.55,1,1,0
3.3,58.0,51.1,43.5,5.5,3,61.6,-1.09,2.91,1,2,1
7.7,47.1,56.6,28.3,4.1,4,62.6,-0.36,2.1,0,5,0
2.2,61.9,68.1,69.3,4.7,5,61.5,0.57,3.66,0,5,0
6.3,64.0,55.0,66.2,0.9,4,78.0,0.27,2.8,1,7,0
4.5,44.3,36.9,59.1,1.3,4,59.7,-0.32,2.06,1,4,1
9.4,55.7,61.5,52.3,1.9,7,39.6,0.42,2.75,1,1,0
5.6,8.3,50.0,26.6,4.4,1,44.2,-1.39,2.67,0,5,0
14.3,84.6,79.0,85.1,2.5,9,100.0,-0.06,3.88,0,5,0
7.5,72.3,45.0,80.7,2.8,4,68.6,-0.23,2.86,1,1,0
5.2,60.9,59.6,81.9,3.7,4,45.3,0.46,2.81,1,2,0
11.5,72.3,76.4,87.0,5.1,7,100.0,0.09,3.87,0,3,0
4.2,55.8,46.7,49.9,3.0,4,57.9,0.47,2.8,0,3,0
7.1,86.2,52.4,79.2,0.6,4,98.9,0.44,2.94,0,7,0
1.8,22.0,56.9,46.3,4.7,0,35.2,0.51,2.19,0,1,0
8.2,51.5,46.8,50.4,0.0,2,66.9,0.98,3.08,0,1,1
5.4,28.6,67.2,61.6,0.0,6,50.6,0.73,2.58,0,6,0
11.9,84.6,77.4,63.5,1.4,2,78.8,-0.42,2.54,1,1,0
8.6,57.6,55.3,84.9,0.3,6,54.3,-1.16,2.96,1,4,0
6.6,31.9,50.4,55.1,2.9,5,71.4,-0.71,2.3,0,4,1
5.6,56.5,59.9,71.9,4.0,3,62.6,0.88,3.58,0,1,1
2.9,36.9,30.8,65.2,4.9,2,21.4,-0.3,1.72,0,4,1
7.0,50.6,36.6,63.8,3.1,2,51.6,-0.71,2.86,1,8,0
6.3,68.8,64.4,48.0,2.8,1,69.5,-0.81,3.54,0,3,1
0.0,53.3,65.0,37.5,3.3,3,37.3,-0.17,1.95,0,1,1
7.1,80.2,82.3,100.0,2.9,6,65.6,1.96,3.57,0,3,0
1.1,8.1,66.6,36.7,5.7,4,55.7,-1.16,1.26,0,8,1
6.2,87.0,89.6,63.6,3.9,7,91.7,0.92,3.66,0,3,0
10.3,44.1,77.5,83.7,3.9,4,38.2,1.95,3.59,0,4,0
7.2,44.1,77.8,54.1,3.2,4,37.5,-0.27,2.77,1,7,1
7.6,49.1,81.2,72.3,1.3,5,56.0,-0.05,2.27,1,5,0
12.7,60.0,80.4,66.5,2.1,3,52.4,0.5,3.36,0,8,0
12.7,55.4,55.1,68.5,1.7,7,84.9,0.49,3.27,0,5,0
12.6,60.5,79.5,75.5,0.0,7,100.0,1.67,2.16,0,2,0
0.7,36.6,40.0,20.4,7.2,0,33.9,-0.86,2.82,0,8,1
11.8,75.6,100.0,76.1,3.9,6,100.0,1.1,4.0,1,7,0
10.3,93.4,73.1,88.8,1.3,9,48.0,-0.24,4.0,0,2,0
7.5,57.7,92.1,90.7,4.1,4,75.8,0.23,2.54,0,5,0
10.2,32.0,57.7,46.3,4.4,6,39.7,-0.87,1.75,0,1,0
7.6,83.2,64.6,44.8,1.6,6,69.0,0.32,2.78,0,5,0
4.8,68.1,62.7,85.2,3.2,3,31.5,-0.79,3.31,1,6,0
1.2,72.5,42.0,58.5,2.7,2,12.8,-0.21,1.83,1,4,0
13.4,31.3,69.8,78.2,0.7,5,70.9,-0.35,2.24,1,8,0
7.9,71.9,72.5,53.5,2.8,5,58.9,1.54,3.62,1,5,0
2.3,65.8,59.7,73.5,3.5,2,54.9,0.94,2.82,0,1,0
8.8,78.4,75.7,92.1,6.7,7,100.0,1.11,3.8,0,1,0
3.6,57.8,90.8,83.7,1.9,3,67.6,-0.64,3.12,1,2,0
4.6,41.0,60.8,34.4,3.8,3,43.3,-1.5,1.98,1,2,0
3.1,68.8,62.2,57.6,4.2,6,50.2,-0.3,3.04,0,1,1
6.0,47.3,86.6,72.8,1.6,6,49.7,0.14,3.17,0,3,1
3.1,14.5,31.0,54.7,3.2,2,30.6,0.01,1.97,0,8,0
11.6,50.4,68.7,80.1,0.8,9,42.6,0.35,2.68,1,6,0
6.7,52.6,49.0,42.3,2.4,6,44.4,-0.42,3.13,1,8,0
8.1,99.2,98.3,100.0,2.9,7,89.6,0.58,4.0,1,2,0
5.1,33.0,55.5,64.7,4.7,5,40.4,-0.88,2.23,0,7,1
6.3,54.7,73.4,90.7,0.9,2,66.8,0.44,3.92,1,6,0
8.3,29.7,64.8,69.6,7.1,3,58.4,-1.34,2.81,0,4,1
12.7,91.1,71.4,71.5,0.0,6,58.9,0.9,3.66,0,3,0
4.8,67.8,54.1,62.1,1.6,2,35.2,0.06,3.08,0,7,1
12.3,78.3,86.5,93.6,3.6,8,40.4,-0.23,4.0,0,7,0
4.3,54.9,39.6,20.2,7.3,2,28.7,-1.67,2.06,0,7,1
10.6,48.0,64.3,46.0,3.4,5,71.8,0.01,3.21,0,4,0
9.5,38.7,56.5,78.0,0.0,6,88.6,1.02,3.54,1,7,0
10.2,79.7,88.4,86.5,2.1,5,72.6,1.15,3.03,1,4,0
13.7,77.2,92.3,100.0,0.0,4,100.0,0.45,3.51,0,6,0
7.6,50.5,80.6,62.5,7.5,3,68.3,0.99,2.62,0,8,1
1.4,30.2,50.1,13.2,5.0,0,35.4,-1.08,1.99,0,1,1
5.7,18.3,39.2,48.2,5.2,5,34.5,-0.64,2.39,0,3,0
3.0,7.1,39.7,55.0,3.4,1,0.0,-0.69,1.89,1,8,0
12.5,84.3,76.0,83.0,4.6,5,100.0,1.46,3.59,1,2,0
8.2,69.0,65.3,71.0,1.3,7,63.5,-0.11,3.26,0,1,0
6.9,68.1,69.1,45.7,1.5,1,75.3,-0.5,2.91,0,5,0
4.7,73.4,48.8,85.1,3.0,5,45.1,-0.57,2.63,0,2,0
9.6,73.5,62.6,82.0,3.9,3,100.0,0.52,2.83,0,5,0
4.6,79.9,62.3,55.6,6.6,3,58.4,0.76,3.47,0,1,1
11.0,73.6,55.6,65.1,5.3,6,55.5,0.98,2.88,0,4,0
11.8,66.7,78.2,68.0,4.1,9,69.3,-0.24,3.75,0,7,0
5.3,50.7,44.2,17.9,2.5,2,43.8,-0.85,2.07,1,4,0
7.8,68.5,76.1,51.4,1.3,1,56.6,0.76,3.1,0,3,0
7.5,62.1,64.9,42.6,0.5,8,54.9,0.39,3.46,1,8,0
8.1,55.0,82.1,93.2,1.3,2,41.7,0.64,2.04,0,2,0
9.4,45.3,77.3,93.5,0.0,7,58.9,0.59,3.77,0,7,0
10.2,55.6,23.3,46.9,6.3,1,65.7,-0.09,3.24,0,5,0
4.5,41.0,28.6,45.9,2.1,4,22.0,-0.55,2.2,0,5,0
3.3,61.7,65.1,76.2,0.6,3,24.2,-0.43,3.01,0,8,0
3.9,76.6,73.1,82.0,1.4,3,46.3,0.82,2.7,0,3,0
6.5,63.4,78.9,100.0,0.0,4,76.3,0.03,3.65,0,6,0
3.4,8.4,64.0,49.3,5.2,1,26.7,0.16,3.66,0,6,1
6.3,35.6,47.3,59.1,2.6,1,27.2,-1.47,1.1,1,7,1
2.0,55.8,67.8,48.0,4.9,3,27.2,-0.26,2.21,0,2,0
6.6,32.9,11.5,35.3,6.4,2,50.3,-1.04,2.59,0,4,0
8.7,41.5,90.2,80.8,1.1,5,74.5,0.02,3.76,1,6,0
9.2,65.6,60.7,77.3,0.9,4,100.0,1.05,2.39,1,1,0
10.3,53.0,74.5,67.2,0.2,6,64.5,0.96,2.96,1,3,0
6.1,14.9,63.4,34.4,1.7,1,36.6,-0.62,2.17,0,7,1
8.4,71.6,50.2,79.1,0.8,9,94.3,1.62,3.0,0,1,1
0.0,41.9,47.2,19.7,3.9,1,50.1,0.05,2.44,1,1,1
7.0,63.7,82.6,67.4,0.0,4,50.0,-0.13,2.45,0,7,0
9.2,92.8,79.6,76.8,0.0,6,96.5,-0.29,3.58,1,3,0
5.3,25.8,59.8,37.8,4.2,3,48.5,-0.53,1.99,0,5,0
5.6,42.7,59.9,38.2,3.7,5,12.6,0.36,2.52,1,2,1
4.4,34.6,54.2,61.8,0.0,2,33.6,-0.08,2.21,1,8,0
9.8,40.4,61.2,59.2,4.7,5,50.9,0.57,2.54,0,5,0
3.3,44.3,66.5,49.6,6.2,3,69.9,-0.86,2.0,0,4,0
0.3,62.8,63.4,49.3,2.1,3,62.6,-0.35,3.17,1,2,0
6.7,55.3,70.4,74.2,0.0,3,43.5,-0.2,2.63,0,7,0
11.6,76.1,61.1,86.9,0.5,3,55.6,0.55,3.21,0,3,0
10.2,72.8,83.4,77.2,0.0,8,88.3,1.07,3.28,1,7,0
8.2,77.0,79.9,96.5,4.2,6,27.5,1.48,3.28,1,3,0
7.9,72.8,77.8,61.7,0.4,6,45.1,1.18,2.96,0,3,0
7.8,56.3,27.5,40.6,3.8,0,57.9,0.08,2.61,1,1,0
8.9,100.0,97.7,80.2,4.3,5,89.2,1.37,3.49,0,7,0
7.5,57.2,54.3,59.4,2.9,8,46.6,-0.1,2.62,0,8,0
8.5,71.3,89.9,52.3,3.2,4,35.0,0.11,2.9,0,3,0
10.2,81.3,66.0,89.6,1.4,10,89.4,1.01,3.06,0,4,0
5.8,42.0,45.4,64.5,5.0,4,55.3,-0.05,2.76,0,4,1
6.3,66.1,61.1,49.2,3.4,5,56.1,-0.46,2.44,0,3,0
7.8,48.4,83.2,80.6,5.8,7,73.8,0.08,3.69,0,7,0
11.2,83.5,82.5,100.0,5.4,7,79.1,1.21,3.03,0,2,0
7.5,76.8,79.1,48.4,3.7,6,54.9,-0.3,3.38,0,7,1
13.0,72.5,63.0,56.6,2.3,3,38.5,0.19,3.0,0,4,0
6.4,95.8,74.6,83.9,1.6,4,60.3,0.74,3.92,0,2,0
11.8,52.0,55.8,85.7,1.4,2,73.5,-0.44,2.59,0,8,0
5.9,57.9,52.8,51.9,3.3,1,63.6,-0.25,1.81,0,2,0
7.5,70.3,49.5,94.6,0.0,1,68.8,-0.11,2.2,0,8,0
8.0,42.2,48.2,39.0,1.9,3,39.3,-0.7,3.94,0,7,0
10.4,74.0,54.9,73.5,3.8,2,79.4,-0.33,2.83,1,2,1
11.2,70.7,78.1,45.2,3.3,2,59.1,0.24,3.68,0,8,0
12.1,77.1,89.4,59.3,1.7,3,91.7,0.77,2.55,1,3,0
4.7,24.2,53.1,45.1,4.6,7,29.8,0.15,2.6,1,6,1
10.7,75.7,55.7,68.0,5.7,5,49.5,-0.78,3.12,1,1,1
7.0,72.6,80.0,91.2,1.3,4,64.8,1.34,4.0,0,7,0
7.3,60.6,67.8,58.9,0.0,2,79.6,0.43,2.93,1,8,0
7.2,58.2,78.3,73.1,3.7,4,61.2,-0.52,2.66,1,3,0
7.1,64.0,58.7,51.3,3.2,5,67.1,0.09,3.32,1,4,0
4.7,25.6,38.6,61.9,5.4,3,34.7,-1.71,2.0,0,4,0
8.1,65.2,65.2,75.0,0.8,2,55.2,-1.24,2.91,0,4,0
6.9,57.5,52.9,67.0,0.5,0,45.1,0.62,2.57,0,4,0
5.5,70.7,73.8,78.3,3.3,4,43.6,-0.41,2.53,0,6,0
8.1,97.3,67.6,79.4,1.9,1,78.0,1.0,3.65,0,1,0
2.9,44.0,56.8,53.8,2.9,3,47.4,-0.54,2.6,0,7,0
7.6,32.7,71.0,63.4,5.5,7,100.0,0.1,3.35,0,8,0
1.4,53.2,35.2,51.4,3.5,2,36.1,-0.16,3.44,1,6,0
2.3,46.6,48.9,35.3,6.3,1,26.4,-1.84,2.21,0,2,1
6.3,81.7,41.0,69.9,4.3,7,65.7,0.91,2.78,0,8,1
7.2,54.0,66.6,52.8,1.7,0,23.6,-0.65,1.78,1,3,1
7.0,59.6,48.7,79.6,0.8,1,40.6,-0.22,3.23,0,4,0
10.6,60.5,66.3,75.5,0.0,9,38.8,0.54,2.78,1,2,1
5.5,56.3,51.6,63.0,4.5,3,30.8,-0.9,2.72,0,3,1
5.8,15.0,50.8,51.2,3.0,3,43.9,0.12,3.48,1,1,1
9.6,84.2,100.0,100.0,3.8,8,58.1,0.78,3.22,1,5,1
0.1,41.2,32.2,32.9,5.7,0,27.0,-0.53,1.94,1,1,1
12.3,48.2,55.3,27.1,0.5,1,10.3,-0.3,3.28,0,5,0
14.0,78.7,77.4,84.0,0.0,5,93.7,0.39,4.0,1,4,0
9.5,66.6,59.7,77.8,0.0,5,54.1,0.46,3.38,0,2,0
6.7,96.2,77.7,83.2,2.0,9,69.6,0.56,3.24,0,6,0
8.7,81.6,86.5,51.8,7.1,6,86.5,-0.41,2.69,1,2,0
7.2,63.3,78.9,82.8,1.8,7,81.3,0.75,3.02,0,3,0
8.4,80.6,59.2,71.2,2.7,3,53.0,-0.07,2.58,0,5,0
6.3,87.6,71.4,58.5,2.0,8,76.2,0.6,3.48,1,7,0
3.6,30.7,36.5,59.6,4.2,8,74.0,-0.93,2.73,0,5,0
4.2,93.0,73.5,56.8,2.7,3,35.6,-0.86,2.5,1,3,0
9.7,78.1,74.6,54.7,2.5,10,92.6,1.5,3.28,1,2,0
10.6,93.5,76.1,95.4,0.0,6,60.0,1.34,3.76,0,6,0
6.4,65.5,38.9,64.8,1.3,5,78.3,-0.02,2.73,1,2,0
11.5,49.2,60.1,89.5,0.0,2,49.0,0.42,2.73,0,3,0
7.2,35.6,72.7,37.8,3.5,4,32.2,0.05,3.56,0,8,0
6.5,66.2,77.9,68.5,0.0,4,87.7,0.34,2.89,0,6,0
4.0,0.0,54.6,53.5,7.4,1,45.5,-1.65,2.54,0,6,1
3.3,53.7,53.2,36.1,2.8,4,32.6,-0.29,2.75,1,5,0
6.7,31.3,34.8,82.4,0.0,5,64.2,0.76,2.26,1,7,0
8.1,54.4,62.7,77.6,0.5,2,43.9,0.33,2.54,0,7,0
9.5,50.6,69.4,72.5,2.7,3,34.1,0.23,3.46,0,6,0
5.1,60.7,70.9,57.3,4.2,7,58.1,0.24,2.76,0,4,0
0.2,0.0,40.1,26.8,5.3,1,25.1,-1.09,1.45,0,3,0
10.3,51.4,70.0,71.5,0.0,3,60.3,1.36,3.65,0,8,1
7.3,40.3,56.8,61.8,2.0,4,75.7,0.61,2.46,1,8,0
5.4,62.5,58.2,19.1,1.4,4,40.8,-0.79,3.11,0,2,0
12.4,82.1,87.5,76.2,2.4,2,82.2,1.49,4.0,0,4,0
10.9,87.1,74.2,67.3,1.9,7,92.1,1.9,3.51,0,7,0
8.9,81.3,70.0,70.6,0.3,6,75.8,1.16,3.84,0,4,0
9.4,51.8,67.0,62.5,1.6,3,41.5,0.49,2.7,0,5,0
8.7,30.6,47.1,32.7,2.2,3,55.1,-0.67,2.13,1,7,0
15.1,72.3,75.0,99.8,1.4,8,84.9,0.41,3.94,0,6,0
11.5,56.6,58.4,78.0,5.3,3,75.0,-0.06,2.65,1,7,0
3.2,13.5,57.0,73.0,3.8,3,81.3,-0.61,2.51,0,3,1
13.2,68.9,67.4,79.9,0.3,7,74.5,0.15,4.0,1,4,0
7.4,49.6,53.2,54.1,2.7,4,49.5,-0.53,2.41,0,1,0
5.6,54.1,72.6,71.5,6.4,3,31.3,0.38,3.41,0,8,0
7.9,49.4,62.3,58.9,4.5,5,67.9,-0.84,3.05,0,8,1
4.2,59.2,64.9,66.4,3.9,6,73.2,0.56,2.97,0,4,1
0.2,14.7,47.0,51.1,5.2,1,41.1,-0.4,2.71,1,4,1
0.0,0.0,44.4,33.9,4.4,1,20.8,-1.12,1.83,0,4,1
8.9,57.2,74.5,52.7,4.7,5,57.5,0.53,3.53,1,3,0
8.5,79.9,82.6,29.2,0.0,3,64.2,0.33,3.59,1,5,0
3.3,34.3,26.3,28.9,7.2,2,20.4,-0.95,2.38,0,5,0
11.3,70.5,65.8,27.3,4.2,4,52.2,0.64,3.58,1,1,0
6.4,15.7,47.7,29.3,5.1,2,37.7,-0.41,2.42,1,6,1
4.5,69.4,69.7,93.2,0.6,4,39.2,1.29,3.62,0,1,0
